Student ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Name,Aadhaar No,Fathers Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Course,Branch,Start Date,Expected End Date,Year,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
S-00328,U-0005,C-24193,Arla,9999990328,Xenos,,,M,Unmarried,Indian,14TH ST / P ST,Same as Previous,12342650,,Btech,Cse,,,,P-1561,Axis,,,,231342659
S-00329,U-0005,C-24193,Arlean,9999990329,Abraham,,,M,Unmarried,Indian,2460 FLORIN RD,Same as Previous,12342651,,Btech,IT,,,,P-1562,Icici,,,,231342660
S-00330,U-0005,C-24193,Arleen,9999990330,Ferdinand,,,M,Unmarried,Indian,1730 O ST,Same as Previous,12342652,,Btech,Ece,,,,P-1563,Sbi,,,,231342661
S-00331,U-0005,C-24193,Arlen,9999990331,Dorian,,,M,Unmarried,Indian,1421 OREGON DR,Same as Previous,12342653,,Btech,Ece,,,,P-1564,Sbi,,,,231342662
S-00332,U-0005,C-24193,Arlena,9999990332,Alec,,,M,Unmarried,Indian,5824 ANNRUD WAY,Same as Previous,12342654,,Btech,ME,,,,P-1565,Pnb,,,,231342663
S-00333,U-0005,C-24193,Arlene,9999990333,John,,,M,Unmarried,Indian,ARCADE BLVD / CLAY ST,Same as Previous,12342655,,Btech,CE,,,,P-1566,Canara,,,,231342664
S-00334,U-0005,C-24193,Arletha,9999990334,Kamal,,,M,Unmarried,Indian,2415 L ST,Same as Previous,12342656,,Btech,ME,,,,P-1567,Sbi,,,,231342665
S-00335,U-0005,C-24193,Arletta,9999990335,Hayden,,,M,Unmarried,Indian,1831 CAPITOL AVE,Same as Previous,12342657,,Btech,CE,,,,P-1568,Sbi,,,,231342666
S-00336,U-0005,C-24193,Arlette,9999990336,Dante,,,M,Unmarried,Indian,2668 STONECREEK DR,Same as Previous,12342658,,Btech,Cse,,,,P-1569,Canara,,,,231342667
S-00337,U-0005,C-24193,Arlie,9999990337,Addison,,,M,Unmarried,Indian,3950 DEVELOPMENT DR,Same as Previous,12342659,,Btech,Cse,,,,P-1570,Sbi,,,,231342668
S-00338,U-0005,C-24193,Arlinda,9999990338,Marvin,,,M,Unmarried,Indian,1901 J ST,Same as Previous,12342660,,Btech,IT,,,,P-1571,Hdfc,,,,231342669
S-00339,U-0005,C-24193,Arline,9999990339,Duncan,,,M,Unmarried,Indian,GROVE AVE / ELEANOR AVE,Same as Previous,12342661,,Btech,Ece,,,,P-1572,Sbi,,,,231342670
S-00340,U-0005,C-24193,Arlyne,9999990340,Slade,,,M,Unmarried,Indian,3140 J ST,Same as Previous,12342662,,Btech,Ece,,,,P-1573,Axis,,,,231342671
S-00341,U-0005,C-24193,Armand,9999990341,Herman,,,M,Unmarried,Indian,113 K ST,Same as Previous,12342663,,Btech,Cse,,,,P-1574,icici,,,,231342672
S-00342,U-0005,C-24193,Armanda,9999990342,Isaiah,,,M,Unmarried,Indian,4700 FREEPORT BLVD,Same as Previous,12342664,,Btech,Cse,,,,P-1575,Uni,,,,231342673
S-00343,U-0005,C-24193,Armandina,9999990343,Galvin,,,M,Unmarried,Indian,4331 STOCKTON BLVD,Same as Previous,12342665,,Btech,Me,,,,P-1576,Boi,,,,231342674
S-00344,U-0005,C-24193,Armando,9999990344,Dieter,,,M,Unmarried,Indian,16TH ST / BROADWAY,Same as Previous,12342666,,Btech,Ce,,,,P-1577,Sbi ,,,,231342675
S-00345,U-0005,C-24193,Armida,9999990345,Jacob,,,M,Unmarried,Indian,1701 O ST,Same as Previous,12342667,,Btech,IT,,,,P-1578,Pnb,,,,231342676
S-00346,U-0005,C-24193,Arminda,9999990346,Ishmael,,,M,Unmarried,Indian,NORTHGATE BLVD / W EL CAMINO AVE,Same as Previous,12342668,,Btech,Cse,,,,P-1579,Sbi,,,,231342677
S-00347,U-0005,C-24193,Arnetta,9999990347,Jarrod,,,M,Unmarried,Indian,SUTTERVILLE RD / FRANKLIN BLVD,Same as Previous,12342669,,Btech,IT,,,,P-1580,Pnb,,,,231342678
S-00348,U-0005,C-24193,Arnette,9999990348,Omar,,,M,Unmarried,Indian,2378 GROVE AVE,Same as Previous,12342670,,Btech,IT,,,,P-1581,Hdfc,,,,231342679
S-00349,U-0005,C-24193,Arnita,9999990349,Upton,,,M,Unmarried,Indian,3500 53RD ST,Same as Previous,12342671,,Btech,CSE,,,,P-1582,Sbi,,,,231342680
S-00350,U-0005,C-24193,Arnold,9999990350,Clinton,,,M,Unmarried,Indian,545 K ST,Same as Previous,12342672,,Btech,ECE,,,,P-1583,Uni,,,,231342681
S-00351,U-0005,C-24193,Arnoldo,9999990351,Levi,,,M,Unmarried,Indian,211 HEMFORD CIR,Same as Previous,12342673,,Btech,Cse,,,,P-1584,Axis,,,,231342682
S-00352,U-0005,C-24193,Arnulfo,9999990352,Carson,,,M,Unmarried,Indian,4680 NATOMAS BLVD,Same as Previous,12342674,,Btech,IT,,,,P-1585,Icici,,,,231342683
S-00353,U-0005,C-24193,Aron,9999990353,Vernon,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12342675,,Btech,Ece,,,,P-1586,Sbi,,,,231342684
S-00354,U-0005,C-24193,Arron,9999990354,Gannon,,,M,Unmarried,Indian,ACACIA AVE / RIO LINDA BLVD,Same as Previous,12342676,,Btech,Ece,,,,P-1587,Sbi,,,,231342685
S-00355,U-0005,C-24193,Art,9999990355,Baker,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12342677,,Btech,ME,,,,P-1588,Pnb,,,,231342686
S-00356,U-0005,C-24193,Arthur,9999990356,Eaton,,,M,Unmarried,Indian,1253 ACACIA AVE,Same as Previous,12342678,,Btech,CE,,,,P-1589,Canara,,,,231342687
S-00357,U-0005,C-24193,Arthur,9999990357,Wayne,,,M,Unmarried,Indian,HOWE AVE / FOLSOM BLVD,Same as Previous,12342679,,Btech,ME,,,,P-1590,Sbi,,,,231342688
S-00358,U-0005,C-24193,Artie,9999990358,Jeremy,,,M,Unmarried,Indian,725 SAN JUAN RD,Same as Previous,12342680,,Btech,CE,,,,P-1591,Sbi,,,,231342689
S-00359,U-0005,C-24193,Arturo,9999990359,Brock,,,M,Unmarried,Indian,6025 DIAS AVE,Same as Previous,12342681,,Btech,Cse,,,,P-1592,Canara,,,,231342690
S-00360,U-0005,C-24193,Arvilla,9999990360,Kennan,,,M,Unmarried,Indian,3348 DRY BRANCH CT,Same as Previous,12342682,,Btech,Cse,,,,P-1593,Sbi,,,,231342691
S-00361,U-0005,C-24193,Asa,9999990361,Dennis,,,M,Unmarried,Indian,547 L ST,Same as Previous,12342683,,Btech,IT,,,,P-1594,Hdfc,,,,231342692
S-00362,U-0005,C-24193,Asha,9999990362,Garth,,,M,Unmarried,Indian,47TH AVE / WOODBINE AVE,Same as Previous,12342684,,Btech,Ece,,,,P-1595,Sbi,,,,231342693
S-00363,U-0005,C-24193,Ashanti,9999990363,Neil,,,M,Unmarried,Indian,1111 LOS ROBLES BLVD,Same as Previous,12342685,,Btech,Ece,,,,P-1596,Axis,,,,231342694
S-00364,U-0005,C-24193,Ashely,9999990364,Lewis,,,M,Unmarried,Indian,700 K ST,Same as Previous,12342686,,Btech,Cse,,,,P-1597,icici,,,,231342695
S-00365,U-0005,C-24193,Ashlea,9999990365,Aristotle,,,M,Unmarried,Indian,10 FIG LEAF CT,Same as Previous,12342687,,Btech,Cse,,,,P-1598,Uni,,,,231342696
S-00366,U-0005,C-24193,Ashlee,9999990366,Tyrone,,,M,Unmarried,Indian,4400 TRUXEL RD,Same as Previous,12342688,,Btech,Me,,,,P-1599,Boi,,,,231342697
S-00367,U-0005,C-24193,Ashleigh,9999990367,Vladimir,,,M,Unmarried,Indian,4901 ALCOTT DR,Same as Previous,12342689,,Btech,Ce,,,,P-1600,Sbi ,,,,231342698
S-00368,U-0005,C-24193,Ashley,9999990368,Christopher,,,M,Unmarried,Indian,2881 38TH AVE,Same as Previous,12342690,,Btech,IT,,,,P-1601,Pnb,,,,231342699
S-00369,U-0005,C-24193,Ashley,9999990369,Tobias,,,M,Unmarried,Indian,8256 VILLAGE CREEK WAY,Same as Previous,12342691,,Btech,Cse,,,,P-1602,Sbi,,,,231342700
S-00370,U-0005,C-24193,Ashli,9999990370,Walter,,,M,Unmarried,Indian,260 ODELL CIR,Same as Previous,12342692,,Btech,IT,,,,P-1603,Pnb,,,,231342701
S-00371,U-0005,C-24193,Ashlie,9999990371,William,,,M,Unmarried,Indian,7821 ALTA VALLEY DR,Same as Previous,12342693,,Btech,IT,,,,P-1604,Hdfc,,,,231342702
S-00372,U-0005,C-24193,Ashly,9999990372,Vincent,,,M,Unmarried,Indian,BELLEVIEW AVE / FRUITRIDGE RD,Same as Previous,12342694,,Btech,CSE,,,,P-1605,Sbi,,,,231342703
S-00373,U-0005,C-24193,Ashlyn,9999990373,Denton,,,M,Unmarried,Indian,1776 SOUTH AVE,Same as Previous,12342695,,Btech,ECE,,,,P-1606,Uni,,,,231342704
S-00374,U-0005,C-24193,Ashton,9999990374,Kevin,,,M,Unmarried,Indian,2224 BELL AVE,Same as Previous,12342696,,Btech,Cse,,,,P-1607,Axis,,,,231342705
S-00375,U-0005,C-24193,Asia,9999990375,Chandler,,,M,Unmarried,Indian,7293 FARM DALE WAY,Same as Previous,12342697,,Btech,IT,,,,P-1608,Icici,,,,231342706
S-00376,U-0005,C-24193,Asley,9999990376,Gregory,,,M,Unmarried,Indian,7661 SKIROS WAY,Same as Previous,12342698,,Btech,Ece,,,,P-1609,Sbi,,,,231342707
S-00377,U-0005,C-24193,Assunta,9999990377,Donovan,,,M,Unmarried,Indian,8TH ST / L ST,Same as Previous,12342699,,Btech,Ece,,,,P-1610,Sbi,,,,231342708
S-00378,U-0005,C-24193,Astrid,9999990378,Rahim,,,M,Unmarried,Indian,2660 STONECREEK DR,Same as Previous,12342700,,Btech,ME,,,,P-1611,Pnb,,,,231342709
S-00379,U-0005,C-24193,Asuncion,9999990379,Barry,,,M,Unmarried,Indian,YREKA AVE / CANYON TREE DR,Same as Previous,12342701,,Btech,CE,,,,P-1612,Canara,,,,231342710
S-00380,U-0005,C-24193,Athena,9999990380,Bevis,,,M,Unmarried,Indian,906 12TH ST,Same as Previous,12342702,,Btech,ME,,,,P-1613,Sbi,,,,231342711
S-00381,U-0005,C-24193,Aubrey,9999990381,Colt,,,M,Unmarried,Indian,1861 GLENROSE AVE,Same as Previous,12342703,,Btech,CE,,,,P-1614,Sbi,,,,231342712
S-00382,U-0005,C-24193,Aubrey,9999990382,Quamar,,,M,Unmarried,Indian,19TH ST / P ST,Same as Previous,12342704,,Btech,Cse,,,,P-1615,Canara,,,,231342713
S-00383,U-0005,C-24193,Audie,9999990383,Jamal,,,M,Unmarried,Indian,19TH ST / J ST,Same as Previous,12342705,,Btech,Cse,,,,P-1616,Sbi,,,,231342714
S-00384,U-0005,C-24193,Audra,9999990384,Abdul,,,M,Unmarried,Indian,2451 MEADOWVIEW RD,Same as Previous,12342706,,Btech,IT,,,,P-1617,Hdfc,,,,231342715
S-00385,U-0005,C-24193,Audrea,9999990385,Baxter,,,M,Unmarried,Indian,2828 AQUINO DR,Same as Previous,12342707,,Btech,Ece,,,,P-1618,Sbi,,,,231342716
S-00386,U-0005,C-24193,Audrey,9999990386,Hunter,,,M,Unmarried,Indian,NORTHGATE BLVD / RIO TIERRA AVE,Same as Previous,12342708,,Btech,Ece,,,,P-1619,Axis,,,,231342717
S-00387,U-0005,C-24193,Audria,9999990387,Quentin,,,M,Unmarried,Indian,4500 TRUXEL RD,Same as Previous,12342709,,Btech,Cse,,,,P-1620,icici,,,,231342718
S-00388,U-0005,C-24193,Audrie,9999990388,Nolan,,,M,Unmarried,Indian,300 CURRAN AVE,Same as Previous,12342710,,Btech,Cse,,,,P-1621,Uni,,,,231342719
S-00389,U-0005,C-24193,Audry,9999990389,Harper,,,M,Unmarried,Indian,18TH ST / V ST W ST ALY,Same as Previous,12342711,,Btech,Me,,,,P-1622,Boi,,,,231342720
S-00390,U-0005,C-24193,August,9999990390,Joel,,,M,Unmarried,Indian,757 ALAMOS AVE,Same as Previous,12342712,,Btech,Ce,,,,P-1623,Sbi ,,,,231342721
S-00391,U-0005,C-24193,Augusta,9999990391,Leroy,,,M,Unmarried,Indian,2304 OAKMONT ST,Same as Previous,12342713,,Btech,IT,,,,P-1624,Pnb,,,,231342722
S-00392,U-0005,C-24193,Augustina,9999990392,Phelan,,,M,Unmarried,Indian,1230 J ST,Same as Previous,12342714,,Btech,Cse,,,,P-1625,Sbi,,,,231342723
S-00393,U-0005,C-24193,Augustine,9999990393,Rigel,,,M,Unmarried,Indian,NORTHGATE BLVD / SAN JUAN RD,Same as Previous,12342715,,Btech,IT,,,,P-1626,Pnb,,,,231342724
S-00394,U-0005,C-24193,Augustine,9999990394,Malachi,,,M,Unmarried,Indian,4940 MACK RD,Same as Previous,12342716,,Btech,IT,,,,P-1627,Hdfc,,,,231342725
S-00395,U-0005,C-24193,Augustus,9999990395,James,,,M,Unmarried,Indian,EDGEWATER RD / EL CAMINO AVE,Same as Previous,12342717,,Btech,CSE,,,,P-1628,Sbi,,,,231342726
S-00396,U-0005,C-24193,Aundrea,9999990396,Carson,,,M,Unmarried,Indian,426 CLAIRE AVE,Same as Previous,12342718,,Btech,ECE,,,,P-1629,Uni,,,,231342727
S-00397,U-0005,C-24193,Aura,9999990397,Caleb,,,M,Unmarried,Indian,4101 INNOVATOR DR,Same as Previous,12342719,,Btech,Cse,,,,P-1630,Axis,,,,231342728
S-00398,U-0005,C-24193,Aurea,9999990398,Howard,,,M,Unmarried,Indian,3962 3RD AVE,Same as Previous,12342720,,Btech,IT,,,,P-1631,Icici,,,,231342729
S-00399,U-0005,C-24193,Aurelia,9999990399,Darius,,,M,Unmarried,Indian,8025 WAGON TRAIL WAY,Same as Previous,12342721,,Btech,Ece,,,,P-1632,Sbi,,,,231342730
S-00400,U-0005,C-24193,Aurelio,9999990400,Neil,,,M,Unmarried,Indian,412 ARCADE BLVD,Same as Previous,12342722,,Btech,Ece,,,,P-1633,Sbi,,,,231342731
S-00401,U-0005,C-24193,Aurora,9999990401,Harrison,,,M,Unmarried,Indian,219 S ST,Same as Previous,12342723,,Btech,ME,,,,P-1634,Pnb,,,,231342732
S-00402,U-0005,C-24193,Aurore,9999990402,Addison,,,M,Unmarried,Indian,215 S ST,Same as Previous,12342724,,Btech,CE,,,,P-1635,Canara,,,,231342733
S-00403,U-0005,C-24193,Austin,9999990403,Castor,,,M,Unmarried,Indian,217 S ST,Same as Previous,12342725,,Btech,ME,,,,P-1636,Sbi,,,,231342734
S-00404,U-0005,C-24193,Austin,9999990404,Lucius,,,M,Unmarried,Indian,5720 HOLSTEIN WAY,Same as Previous,12342726,,Btech,CE,,,,P-1637,Sbi,,,,231342735
S-00405,U-0005,C-24193,Autumn,9999990405,Zachary,,,M,Unmarried,Indian,1460 WOODRIDGE OAK WAY,Same as Previous,12342727,,Btech,Cse,,,,P-1638,Canara,,,,231342736
S-00406,U-0005,C-24193,Ava,9999990406,Malik,,,M,Unmarried,Indian,4782 KIT WAY,Same as Previous,12342728,,Btech,Cse,,,,P-1639,Sbi,,,,231342737
S-00407,U-0005,C-24193,Avelina,9999990407,Merrill,,,M,Unmarried,Indian,1401 TIVERTON AVE,Same as Previous,12342729,,Btech,IT,,,,P-1640,Hdfc,,,,231342738
S-00408,U-0005,C-24193,Avery,9999990408,Theodore,,,M,Unmarried,Indian,LAS PALMAS AVE / ALTOS AVE,Same as Previous,12342730,,Btech,Ece,,,,P-1641,Sbi,,,,231342739
S-00409,U-0005,C-24193,Avery,9999990409,Jakeem,,,M,Unmarried,Indian,8120 TIMBERLAKE WAY,Same as Previous,12342731,,Btech,Ece,,,,P-1642,Axis,,,,231342740
S-00410,U-0005,C-24193,Avis,9999990410,Zeus,,,M,Unmarried,Indian,7530 RUSH RIVER DR,Same as Previous,12342732,,Btech,Cse,,,,P-1643,icici,,,,231342741
S-00411,U-0005,C-24193,Avril,9999990411,Tarik,,,M,Unmarried,Indian,99 VILLAGE CIR,Same as Previous,12342733,,Btech,Cse,,,,P-1644,Uni,,,,231342742
S-00412,U-0005,C-24193,Awilda,9999990412,Reece,,,M,Unmarried,Indian,JIBBOOM ST / RICHARDS BLVD,Same as Previous,12342734,,Btech,Me,,,,P-1645,Boi,,,,231342743
S-00413,U-0005,C-24193,Ayako,9999990413,Quentin,,,M,Unmarried,Indian,1ST AVE / ALHAMBRA BLVD,Same as Previous,12342735,,Btech,Ce,,,,P-1646,Sbi ,,,,231342744
S-00414,U-0005,C-24193,Ayana,9999990414,Timon,,,M,Unmarried,Indian,5560 MCGLASHAN ST,Same as Previous,12342736,,Btech,IT,,,,P-1647,Pnb,,,,231342745
S-00415,U-0005,C-24193,Ayanna,9999990415,Howard,,,M,Unmarried,Indian,19TH ST / CAPITOL AVE,Same as Previous,12342737,,Btech,Cse,,,,P-1648,Sbi,,,,231342746
S-00416,U-0005,C-24193,Ayesha,9999990416,Blake,,,M,Unmarried,Indian,6815 24TH ST,Same as Previous,12342738,,Btech,IT,,,,P-1649,Pnb,,,,231342747
S-00417,U-0005,C-24193,Azalee,9999990417,Elton,,,M,Unmarried,Indian,4918 KOKOMO DR,Same as Previous,12342739,,Btech,IT,,,,P-1650,Hdfc,,,,231342748
S-00418,U-0005,C-24193,Azucena,9999990418,Sylvester,,,M,Unmarried,Indian,2412 E ST,Same as Previous,12342740,,Btech,CSE,,,,P-1651,Sbi,,,,231342749
S-00419,U-0005,C-24193,Azzie,9999990419,Zeph,,,M,Unmarried,Indian,610 BERCUT DR,Same as Previous,12342741,,Btech,ECE,,,,P-1652,Uni,,,,231342750
S-00420,U-0005,C-24193,Babara,9999990420,Cain,,,M,Unmarried,Indian,7767 LA RIVIERA DR,Same as Previous,12342742,,Btech,Cse,,,,P-1653,Axis,,,,231342751
S-00421,U-0005,C-24193,Babette,9999990421,Geoffrey,,,M,Unmarried,Indian,23RD ST / CAPITOL AVE,Same as Previous,12342743,,Btech,IT,,,,P-1654,Icici,,,,231342752
S-00422,U-0005,C-24193,Bailey,9999990422,Malachi,,,M,Unmarried,Indian,4673 DANROTH DR,Same as Previous,12342744,,Btech,Ece,,,,P-1655,Sbi,,,,231342753
S-00423,U-0005,C-24193,Bambi,9999990423,Jermaine,,,M,Unmarried,Indian,1245 27TH AVE,Same as Previous,12342745,,Btech,Ece,,,,P-1656,Sbi,,,,231342754
S-00424,U-0005,C-24193,Bao,9999990424,Hedley,,,M,Unmarried,Indian,1470 MATHEWS WAY,Same as Previous,12342746,,Btech,ME,,,,P-1657,Pnb,,,,231342755
S-00425,U-0005,C-24193,Barabara,9999990425,Dylan,,,M,Unmarried,Indian,715 L ST,Same as Previous,12342747,,Btech,CE,,,,P-1658,Canara,,,,231342756
S-00426,U-0005,C-24193,Barb,9999990426,Hamish,,,M,Unmarried,Indian,6230 GREENHAVEN DR,Same as Previous,12342748,,Btech,ME,,,,P-1659,Sbi,,,,231342757
S-00427,U-0005,C-24193,Barbar,9999990427,Harlan,,,M,Unmarried,Indian,1045 GRAND AVE,Same as Previous,12342749,,Btech,CE,,,,P-1660,Sbi,,,,231342758
S-00428,U-0005,C-24193,Barbara,9999990428,Xenos,,,M,Unmarried,Indian,1824 DAWNELLE WAY,Same as Previous,12342750,,Btech,Cse,,,,P-1661,Canara,,,,231342759
S-00429,U-0005,C-24193,Barbera,9999990429,Abraham,,,M,Unmarried,Indian,950 ELEANOR AVE,Same as Previous,12342751,,Btech,Cse,,,,P-1662,Sbi,,,,231342760
S-00430,U-0005,C-24193,Barbie,9999990430,Ferdinand,,,M,Unmarried,Indian,4555 FRANCIS CT,Same as Previous,12342752,,Btech,IT,,,,P-1663,Hdfc,,,,231342761
S-00431,U-0005,C-24193,Barbra,9999990431,Dorian,,,M,Unmarried,Indian,4555 FRANCIS CT,Same as Previous,12342753,,Btech,Ece,,,,P-1664,Sbi,,,,231342762
S-00432,U-0005,C-24193,Bari,9999990432,Alec,,,M,Unmarried,Indian,2170 20TH AVE,Same as Previous,12342754,,Btech,Ece,,,,P-1665,Axis,,,,231342763
S-00433,U-0005,C-24193,Barney,9999990433,John,,,M,Unmarried,Indian,3900 ROSEVILLE RD,Same as Previous,12342755,,Btech,Cse,,,,P-1666,icici,,,,231342764
S-00434,U-0005,C-24193,Barrett,9999990434,Kamal,,,M,Unmarried,Indian,416 28TH ST,Same as Previous,12342756,,Btech,Cse,,,,P-1667,Uni,,,,231342765
S-00435,U-0005,C-24193,Barrie,9999990435,Hayden,,,M,Unmarried,Indian,3800 DIDCOT CIR,Same as Previous,12342757,,Btech,Me,,,,P-1668,Boi,,,,231342766
S-00436,U-0005,C-24193,Barry,9999990436,Dante,,,M,Unmarried,Indian,TRUXEL RD / I 80 EB,Same as Previous,12342758,,Btech,Ce,,,,P-1669,Sbi ,,,,231342767
S-00437,U-0005,C-24193,Bart,9999990437,Addison,,,M,Unmarried,Indian,8531 THYS CT,Same as Previous,12342759,,Btech,IT,,,,P-1670,Pnb,,,,231342768
S-00438,U-0005,C-24193,Barton,9999990438,Marvin,,,M,Unmarried,Indian,BROADWAY / 20TH ST,Same as Previous,12342760,,Btech,Cse,,,,P-1671,Sbi,,,,231342769
S-00439,U-0005,C-24193,Basil,9999990439,Duncan,,,M,Unmarried,Indian,7024 MAITA CIR,Same as Previous,12342761,,Btech,IT,,,,P-1672,Pnb,,,,231342770
S-00440,U-0005,C-24193,Basilia,9999990440,Slade,,,M,Unmarried,Indian,3526 37TH ST,Same as Previous,12342762,,Btech,IT,,,,P-1673,Hdfc,,,,231342771
S-00441,U-0005,C-24193,Bea,9999990441,Herman,,,M,Unmarried,Indian,61ST ST / 19TH AVE,Same as Previous,12342763,,Btech,CSE,,,,P-1674,Sbi,,,,231342772
S-00442,U-0005,C-24193,Beata,9999990442,Isaiah,,,M,Unmarried,Indian,7767 21ST AVE,Same as Previous,12342764,,Btech,ECE,,,,P-1675,Uni,,,,231342773
S-00443,U-0005,C-24193,Beatrice,9999990443,Galvin,,,M,Unmarried,Indian,5303 FRANKLIN BLVD,Same as Previous,12342765,,Btech,Cse,,,,P-1676,Axis,,,,231342774
S-00444,U-0005,C-24193,Beatris,9999990444,Dieter,,,M,Unmarried,Indian,3180 GUADALAJARA WAY,Same as Previous,12342766,,Btech,IT,,,,P-1677,Icici,,,,231342775
S-00445,U-0005,C-24193,Beatriz,9999990445,Jacob,,,M,Unmarried,Indian,N B ST / N 7TH ST,Same as Previous,12342767,,Btech,Ece,,,,P-1678,Sbi,,,,231342776
S-00446,U-0005,C-24193,Beau,9999990446,Ishmael,,,M,Unmarried,Indian,1820 FRIENZA AVE,Same as Previous,12342768,,Btech,Ece,,,,P-1679,Sbi,,,,231342777
S-00447,U-0005,C-24193,Beaulah,9999990447,Jarrod,,,M,Unmarried,Indian,48 ROSE MEAD CIR,Same as Previous,12342769,,Btech,ME,,,,P-1680,Pnb,,,,231342778
S-00448,U-0005,C-24193,Bebe,9999990448,Omar,,,M,Unmarried,Indian,1671 PEBBLEWOOD DR,Same as Previous,12342770,,Btech,CE,,,,P-1681,Canara,,,,231342779
S-00449,U-0005,C-24193,Becki,9999990449,Upton,,,M,Unmarried,Indian,SELMA ST / DIXIEANNE AVE,Same as Previous,12342771,,Btech,ME,,,,P-1682,Sbi,,,,231342780
S-00450,U-0005,C-24193,Beckie,9999990450,Clinton,,,M,Unmarried,Indian,10TH ST / K ST,Same as Previous,12342772,,Btech,CE,,,,P-1683,Sbi,,,,231342781
S-00451,U-0005,C-24193,Becky,9999990451,Levi,,,M,Unmarried,Indian,27TH ST / E ST,Same as Previous,12342773,,Btech,Cse,,,,P-1684,Canara,,,,231342782
S-00452,U-0005,C-24193,Bee,9999990452,Carson,,,M,Unmarried,Indian,4520 BROOKFIELD DR,Same as Previous,12342774,,Btech,Cse,,,,P-1685,Sbi,,,,231342783
S-00453,U-0005,C-24193,Belen,9999990453,Vernon,,,M,Unmarried,Indian,POCKET RD / COLEMAN RANCH WAY,Same as Previous,12342775,,Btech,IT,,,,P-1686,Hdfc,,,,231342784
S-00454,U-0005,C-24193,Belia,9999990454,Gannon,,,M,Unmarried,Indian,BANDON WAY / DEVRI CT,Same as Previous,12342776,,Btech,Ece,,,,P-1687,Sbi,,,,231342785
S-00455,U-0005,C-24193,Belinda,9999990455,Baker,,,M,Unmarried,Indian,CENTER PKWY / LERNER WAY,Same as Previous,12342777,,Btech,Ece,,,,P-1688,Axis,,,,231342786
S-00456,U-0005,C-24193,Belkis,9999990456,Eaton,,,M,Unmarried,Indian,14TH ST / J ST,Same as Previous,12342778,,Btech,Cse,,,,P-1689,icici,,,,231342787
S-00457,U-0005,C-24193,Bell,9999990457,Wayne,,,M,Unmarried,Indian,15 BUSINESS PARK WAY,Same as Previous,12342779,,Btech,Cse,,,,P-1690,Uni,,,,231342788
S-00458,U-0005,C-24193,Bella,9999990458,Jeremy,,,M,Unmarried,Indian,780 GREG THATCH CIR,Same as Previous,12342780,,Btech,Me,,,,P-1691,Boi,,,,231342789
S-00459,U-0005,C-24193,Belle,9999990459,Brock,,,M,Unmarried,Indian,4500 TYNEBOURNE ST,Same as Previous,12342781,,Btech,Ce,,,,P-1692,Sbi ,,,,231342790
S-00460,U-0005,C-24193,Belva,9999990460,Kennan,,,M,Unmarried,Indian,7231 GREENHAVEN DR,Same as Previous,12342782,,Btech,IT,,,,P-1693,Pnb,,,,231342791
S-00461,U-0005,C-24193,Ben,9999990461,Dennis,,,M,Unmarried,Indian,3900 ROSEVILLE RD,Same as Previous,12342783,,Btech,Cse,,,,P-1694,Sbi,,,,231342792
S-00462,U-0005,C-24193,Benedict,9999990462,Garth,,,M,Unmarried,Indian,5TH ST / J ST,Same as Previous,12342784,,Btech,IT,,,,P-1695,Pnb,,,,231342793
S-00463,U-0005,C-24193,Benita,9999990463,Neil,,,M,Unmarried,Indian,1028 LAKE GLEN WAY,Same as Previous,12342785,,Btech,IT,,,,P-1696,Hdfc,,,,231342794
S-00464,U-0005,C-24193,Benito,9999990464,Lewis,,,M,Unmarried,Indian,1701 ARDEN WAY,Same as Previous,12342786,,Btech,CSE,,,,P-1697,Sbi,,,,231342795
S-00465,U-0005,C-24193,Benjamin,9999990465,Aristotle,,,M,Unmarried,Indian,10TH AVE / 34TH ST,Same as Previous,12342787,,Btech,ECE,,,,P-1698,Uni,,,,231342796
S-00466,U-0005,C-24193,Bennett,9999990466,Tyrone,,,M,Unmarried,Indian,4969 TORONTO WAY,Same as Previous,12342788,,Btech,Cse,,,,P-1699,Axis,,,,231342797
S-00467,U-0005,C-24193,Bennie,9999990467,Vladimir,,,M,Unmarried,Indian,1904 HELENA AVE,Same as Previous,12342789,,Btech,IT,,,,P-1700,Icici,,,,231342798
S-00468,U-0005,C-24193,Bennie,9999990468,Christopher,,,M,Unmarried,Indian,3916 BELDEN ST,Same as Previous,12342790,,Btech,Ece,,,,P-1701,Sbi,,,,231342799
S-00469,U-0005,C-24193,Benny,9999990469,Tobias,,,M,Unmarried,Indian,7060 ROCK CREEK WAY,Same as Previous,12342791,,Btech,Ece,,,,P-1702,Sbi,,,,231342800
S-00470,U-0005,C-24193,Benton,9999990470,Walter,,,M,Unmarried,Indian,5241 9TH AVE,Same as Previous,12342792,,Btech,ME,,,,P-1703,Pnb,,,,231342801
S-00471,U-0005,C-24193,Berenice,9999990471,William,,,M,Unmarried,Indian,NORTHGATE BLVD / JEFFERSON AVE,Same as Previous,12342793,,Btech,CE,,,,P-1704,Canara,,,,231342802
