Faculty ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Full Name,Aadhaar No,Father's Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Department,Designation,Date of Joining,Area of Specialisation,Appointment Type,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
F-00878,U-0005,C-23849,,9999996724,,,,,Married,INDIAN,,,88883109,,CSE,MS,,,,P-5239,Sbi,,,,123457666
F-00879,U-0005,C-23849,,9999996725,,,,,Married,INDIAN,,,88883110,,ECE,MS,,,,P-5240,Uni,,,,123457667
F-00880,U-0005,C-23849,,9999996726,,,,,Married,INDIAN,,,88883111,,Cse,Dr,,,,P-5241,Axis,,,,123457668
F-00881,U-0005,C-23849,,9999996727,,,,,Married,INDIAN,,,88883112,,IT,Bsc,,,,P-5242,Icici,,,,123457669
F-00882,U-0005,C-23849,,9999996728,,,,,Married,INDIAN,,,88883113,,Ece,MS,,,,P-5243,Sbi,,,,123457670
F-00883,U-0005,C-23849,,9999996729,,,,,Married,INDIAN,,,88883114,,Ece,Dr,,,,P-5244,Sbi,,,,123457671
F-00884,U-0005,C-23849,,9999996730,,,,,Married,INDIAN,,,88883115,,ME,MS,,,,P-5245,Pnb,,,,123457672
F-00885,U-0005,C-23849,,9999996731,,,,,Un-Married,INDIAN,,,88883116,,CE,Dr,,,,P-5246,Canara,,,,123457673
F-00886,U-0005,C-23849,,9999996732,,,,,Married,INDIAN,,,88883117,,ME,Phd,,,,P-5247,Sbi,,,,123457674
F-00887,U-0005,C-23849,,9999996733,,,,,Married,INDIAN,,,88883118,,CE,Phd,,,,P-5248,Sbi,,,,123457675
F-00888,U-0005,C-23849,,9999996734,,,,,Married,INDIAN,,,88883119,,Cse,MS,,,,P-5249,Canara,,,,123457676
F-00889,U-0005,C-23849,,9999996735,,,,,Married,INDIAN,,,88883120,,Cse,Dr,,,,P-5250,Sbi,,,,123457677
F-00890,U-0005,C-23849,,9999996736,,,,,Un-Married,INDIAN,,,88883121,,IT,Dr,,,,P-5251,Hdfc,,,,123457678
F-00891,U-0005,C-23849,,9999996737,,,,,Un-Married,INDIAN,,,88883122,,Ece,Dr,,,,P-5252,Sbi,,,,123457679
F-00892,U-0005,C-23849,,9999996738,,,,,Married,INDIAN,,,88883123,,Ece,MS,,,,P-5253,Axis,,,,123457680
F-00893,U-0005,C-23849,,9999996739,,,,,Married,INDIAN,,,88883124,,Cse,MS,,,,P-5254,icici,,,,123457681
F-00894,U-0005,C-23849,,9999996740,,,,,Un-Married,INDIAN,,,88883125,,Cse,Dr,,,,P-5255,Uni,,,,123457682
F-00895,U-0005,C-23849,,9999996741,,,,,Married,INDIAN,,,88883126,,Me,Bsc,,,,P-5256,Boi,,,,123457683
F-00896,U-0005,C-23849,,9999996742,,,,,Un-Married,INDIAN,,,88883127,,Ce,MS,,,,P-5257,Sbi ,,,,123457684
F-00897,U-0005,C-23849,,9999996743,,,,,Un-Married,INDIAN,,,88883128,,IT,Dr,,,,P-5258,Pnb,,,,123457685
F-00898,U-0005,C-23849,,9999996744,,,,,Married,INDIAN,,,88883129,,Cse,MS,,,,P-5259,Sbi,,,,123457686
F-00899,U-0005,C-23849,,9999996745,,,,,Married,INDIAN,,,88883130,,IT,Dr,,,,P-5260,Pnb,,,,123457687
F-00900,U-0005,C-23849,,9999996746,,,,,Married,INDIAN,,,88883131,,IT,Phd,,,,P-5261,Hdfc,,,,123457688
F-00901,U-0005,C-23849,,9999996747,,,,,Married,INDIAN,,,88883132,,CSE,Phd,,,,P-5262,Sbi,,,,123457689
F-00902,U-0005,C-23849,,9999996748,,,,,Married,INDIAN,,,88883133,,ECE,MS,,,,P-5263,Uni,,,,123457690
F-00903,U-0005,C-23849,,9999996749,,,,,Married,INDIAN,,,88883134,,Cse,Dr,,,,P-5264,Axis,,,,123457691
F-00904,U-0005,C-23849,,9999996750,,,,,Married,INDIAN,,,88883135,,IT,Dr,,,,P-5265,Icici,,,,123457692
F-00905,U-0005,C-23849,,9999996751,,,,,Married,INDIAN,,,88883136,,Ece,Dr,,,,P-5266,Sbi,,,,123457693
F-00906,U-0005,C-23849,,9999996752,,,,,Married,INDIAN,,,88883137,,Ece,MS,,,,P-5267,Sbi,,,,123457694
F-00907,U-0005,C-23849,,9999996753,,,,,Un-Married,INDIAN,,,88883138,,ME,MS,,,,P-5268,Pnb,,,,123457695
F-00908,U-0005,C-23849,,9999996754,,,,,Married,INDIAN,,,88883139,,CE,Dr,,,,P-5269,Canara,,,,123457696
F-00909,U-0005,C-23849,,9999996755,,,,,Married,INDIAN,,,88883140,,ME,Bsc,,,,P-5270,Sbi,,,,123457697
F-00910,U-0005,C-23849,,9999996756,,,,,Married,INDIAN,,,88883141,,CE,MS,,,,P-5271,Sbi,,,,123457698
F-00911,U-0005,C-23849,,9999996757,,,,,Married,INDIAN,,,88883142,,Cse,Dr,,,,P-5272,Canara,,,,123457699
F-00912,U-0005,C-23849,,9999996758,,,,,Un-Married,INDIAN,,,88883143,,Cse,MS,,,,P-5273,Sbi,,,,123457700
F-00913,U-0005,C-23849,,9999996759,,,,,Un-Married,INDIAN,,,88883144,,IT,Dr,,,,P-5274,Hdfc,,,,123457701
F-00914,U-0005,C-23849,,9999996760,,,,,Married,INDIAN,,,88883145,,Ece,Dr,,,,P-5275,Sbi,,,,123457702
F-00915,U-0005,C-23849,,9999996761,,,,,Married,INDIAN,,,88883146,,Ece,Dr,,,,P-5276,Axis,,,,123457703
F-00916,U-0005,C-23849,,9999996762,,,,,Un-Married,INDIAN,,,88883147,,Cse,MS,,,,P-5277,icici,,,,123457704
F-00917,U-0005,C-23849,,9999996763,,,,,Married,INDIAN,,,88883148,,Cse,MS,,,,P-5278,Uni,,,,123457705
F-00918,U-0005,C-23849,,9999996764,,,,,Un-Married,INDIAN,,,88883149,,Me,Dr,,,,P-5279,Boi,,,,123457706
F-00919,U-0005,C-23849,,9999996765,,,,,Un-Married,INDIAN,,,88883150,,Ce,Bsc,,,,P-5280,Sbi ,,,,123457707
F-00920,U-0005,C-24313,,9999996766,,,,,Married,INDIAN,,,88883151,,IT,MS,,,,P-5281,Pnb,,,,123457708
F-00921,U-0005,C-24313,,9999996767,,,,,Married,INDIAN,,,88883152,,Cse,Dr,,,,P-5282,Sbi,,,,123457709
F-00922,U-0005,C-24313,,9999996768,,,,,Married,INDIAN,,,88883153,,IT,MS,,,,P-5283,Pnb,,,,123457710
F-00923,U-0005,C-24313,,9999996769,,,,,Married,INDIAN,,,88883154,,IT,Dr,,,,P-5284,Hdfc,,,,123457711
F-00924,U-0005,C-24313,,9999996770,,,,,Married,INDIAN,,,88883155,,CSE,Phd,,,,P-5285,Sbi,,,,123457712
F-00925,U-0005,C-24313,,9999996771,,,,,Married,INDIAN,,,88883156,,ECE,Phd,,,,P-5286,Uni,,,,123457713
F-00926,U-0005,C-24313,,9999996772,,,,,Married,INDIAN,,,88883157,,Cse,MS,,,,P-5287,Axis,,,,123457714
F-00927,U-0005,C-24313,,9999996773,,,,,Married,INDIAN,,,88883158,,IT,Dr,,,,P-5288,Icici,,,,123457715
F-00928,U-0005,C-24313,,9999996774,,,,,Married,INDIAN,,,88883159,,Ece,Dr,,,,P-5289,Sbi,,,,123457716
F-00929,U-0005,C-24313,,9999996775,,,,,Un-Married,INDIAN,,,88883160,,Ece,Dr,,,,P-5290,Sbi,,,,123457717
F-00930,U-0005,C-24313,,9999996776,,,,,Married,INDIAN,,,88883161,,ME,MS,,,,P-5291,Pnb,,,,123457718
F-00931,U-0005,C-24313,,9999996777,,,,,Married,INDIAN,,,88883162,,CE,MS,,,,P-5292,Canara,,,,123457719
F-00932,U-0005,C-24313,,9999996778,,,,,Married,INDIAN,,,88883163,,ME,Dr,,,,P-5293,Sbi,,,,123457720
F-00933,U-0005,C-24313,,9999996779,,,,,Married,INDIAN,,,88883164,,CE,Bsc,,,,P-5294,Sbi,,,,123457721
F-00934,U-0005,C-24313,,9999996780,,,,,Un-Married,INDIAN,,,88883165,,Cse,MS,,,,P-5295,Canara,,,,123457722
F-00935,U-0005,C-24313,,9999996781,,,,,Un-Married,INDIAN,,,88883166,,Cse,Dr,,,,P-5296,Sbi,,,,123457723
F-00936,U-0005,C-24313,,9999996782,,,,,Married,INDIAN,,,88883167,,IT,MS,,,,P-5297,Hdfc,,,,123457724
F-00937,U-0005,C-24313,,9999996783,,,,,Married,INDIAN,,,88883168,,Ece,Dr,,,,P-5298,Sbi,,,,123457725
F-00938,U-0005,C-24313,,9999996784,,,,,Un-Married,INDIAN,,,88883169,,Ece,Phd,,,,P-5299,Axis,,,,123457726
F-00939,U-0005,C-24313,,9999996785,,,,,Married,INDIAN,,,88883170,,Cse,Phd,,,,P-5300,icici,,,,123457727
F-00940,U-0005,C-24313,,9999996786,,,,,Un-Married,INDIAN,,,88883171,,Cse,MS,,,,P-5301,Uni,,,,123457728
F-00941,U-0005,C-24313,,9999996787,,,,,Un-Married,INDIAN,,,88883172,,Me,Dr,,,,P-5302,Boi,,,,123457729
F-00942,U-0005,C-24313,,9999996788,,,,,Married,INDIAN,,,88883173,,Ce,Dr,,,,P-5303,Sbi ,,,,123457730
F-00943,U-0005,C-24313,,9999996789,,,,,Married,INDIAN,,,88883174,,IT,Dr,,,,P-5304,Pnb,,,,123457731
F-00944,U-0005,C-24313,,9999996790,,,,,Married,INDIAN,,,88883175,,Cse,MS,,,,P-5305,Sbi,,,,123457732
F-00945,U-0005,C-24313,,9999996791,,,,,Married,INDIAN,,,88883176,,IT,MS,,,,P-5306,Pnb,,,,123457733
F-00946,U-0005,C-24313,,9999996792,,,,,Married,INDIAN,,,88883177,,IT,Dr,,,,P-5307,Hdfc,,,,123457734
F-00947,U-0005,C-24313,,9999996793,,,,,Married,INDIAN,,,88883178,,CSE,Bsc,,,,P-5308,Sbi,,,,123457735
F-00948,U-0005,C-24313,,9999996794,,,,,Married,INDIAN,,,88883179,,ECE,MS,,,,P-5309,Uni,,,,123457736
F-00949,U-0005,C-24485,,9999996795,,,,,Married,INDIAN,,,88883180,,Cse,Dr,,,,P-5310,Axis,,,,123457737
F-00950,U-0005,C-24485,,9999996796,,,,,Married,INDIAN,,,88883181,,IT,MS,,,,P-5311,Icici,,,,123457738
F-00951,U-0005,C-24485,,9999996797,,,,,Un-Married,INDIAN,,,88883182,,Ece,Dr,,,,P-5312,Sbi,,,,123457739
F-00952,U-0005,C-24485,,9999996798,,,,,Married,INDIAN,,,88883183,,Ece,Dr,,,,P-5313,Sbi,,,,123457740
F-00953,U-0005,C-24485,,9999996799,,,,,Married,INDIAN,,,88883184,,ME,Dr,,,,P-5314,Pnb,,,,123457741
F-00954,U-0005,C-24485,,9999996800,,,,,Married,INDIAN,,,88883185,,CE,MS,,,,P-5315,Canara,,,,123457742
F-00955,U-0005,C-24485,,9999996801,,,,,Married,INDIAN,,,88883186,,ME,MS,,,,P-5316,Sbi,,,,123457743
F-00956,U-0005,C-24485,,9999996802,,,,,Un-Married,INDIAN,,,88883187,,CE,Dr,,,,P-5317,Sbi,,,,123457744
F-00957,U-0005,C-24485,,9999996803,,,,,Un-Married,INDIAN,,,88883188,,Cse,Bsc,,,,P-5318,Canara,,,,123457745
F-00958,U-0005,C-24485,,9999996804,,,,,Married,INDIAN,,,88883189,,Cse,MS,,,,P-5319,Sbi,,,,123457746
F-00959,U-0005,C-24485,,9999996805,,,,,Married,INDIAN,,,88883190,,IT,Dr,,,,P-5320,Hdfc,,,,123457747
F-00960,U-0005,C-24485,,9999996806,,,,,Un-Married,INDIAN,,,88883191,,Ece,MS,,,,P-5321,Sbi,,,,123457748
F-00961,U-0005,C-24485,,9999996807,,,,,Married,INDIAN,,,88883192,,Ece,Dr,,,,P-5322,Axis,,,,123457749
F-00962,U-0005,C-24485,,9999996808,,,,,Un-Married,INDIAN,,,88883193,,Cse,Phd,,,,P-5323,icici,,,,123457750
F-00963,U-0005,C-24485,,9999996809,,,,,Un-Married,INDIAN,,,88883194,,Cse,Phd,,,,P-5324,Uni,,,,123457751
F-00964,U-0005,C-24485,,9999996810,,,,,Married,INDIAN,,,88883195,,Me,MS,,,,P-5325,Boi,,,,123457752
F-00965,U-0005,C-24485,,9999996811,,,,,Married,INDIAN,,,88883196,,Ce,Dr,,,,P-5326,Sbi ,,,,123457753
F-00966,U-0005,C-24485,,9999996812,,,,,Married,INDIAN,,,88883197,,IT,Dr,,,,P-5327,Pnb,,,,123457754
F-00967,U-0005,C-24485,,9999996813,,,,,Married,INDIAN,,,88883198,,Cse,Dr,,,,P-5328,Sbi,,,,123457755
F-00968,U-0005,C-24485,,9999996814,,,,,Married,INDIAN,,,88883199,,IT,MS,,,,P-5329,Pnb,,,,123457756
F-00969,U-0005,C-24485,,9999996815,,,,,Married,INDIAN,,,88883200,,IT,MS,,,,P-5330,Hdfc,,,,123457757
F-00970,U-0005,C-24485,,9999996816,,,,,Married,INDIAN,,,88883201,,CSE,Dr,,,,P-5331,Sbi,,,,123457758
F-00971,U-0005,C-24485,,9999996817,,,,,Married,INDIAN,,,88883202,,ECE,Bsc,,,,P-5332,Uni,,,,123457759
F-00972,U-0005,C-24485,,9999996818,,,,,Married,INDIAN,,,88883203,,Cse,MS,,,,P-5333,Axis,,,,123457760
F-00973,U-0005,C-24485,,9999996819,,,,,Un-Married,INDIAN,,,88883204,,IT,Dr,,,,P-5334,Icici,,,,123457761
F-00974,U-0005,C-24485,,9999996820,,,,,Married,INDIAN,,,88883205,,Ece,MS,,,,P-5335,Sbi,,,,123457762
F-00975,U-0005,C-24485,,9999996821,,,,,Married,INDIAN,,,88883206,,Ece,Dr,,,,P-5336,Sbi,,,,123457763
F-00976,U-0005,C-24485,,9999996822,,,,,Married,INDIAN,,,88883207,,ME,Phd,,,,P-5337,Pnb,,,,123457764
F-00977,U-0005,C-24485,,9999996823,,,,,Married,INDIAN,,,88883208,,CE,Phd,,,,P-5338,Canara,,,,123457765
F-00978,U-0005,C-24485,,9999996824,,,,,Un-Married,INDIAN,,,88883209,,ME,MS,,,,P-5339,Sbi,,,,123457766
F-00979,U-0005,C-24485,,9999996825,,,,,Un-Married,INDIAN,,,88883210,,CE,Dr,,,,P-5340,Sbi,,,,123457767
F-00980,U-0005,C-24485,,9999996826,,,,,Married,INDIAN,,,88883211,,Cse,Dr,,,,P-5341,Canara,,,,123457768
F-00981,U-0005,C-24485,,9999996827,,,,,Married,INDIAN,,,88883212,,Cse,Dr,,,,P-5342,Sbi,,,,123457769
F-00982,U-0005,C-24485,,9999996828,,,,,Un-Married,INDIAN,,,88883213,,IT,MS,,,,P-5343,Hdfc,,,,123457770
F-00983,U-0005,C-24485,,9999996829,,,,,Married,INDIAN,,,88883214,,Ece,MS,,,,P-5344,Sbi,,,,123457771
F-00984,U-0005,C-24485,,9999996830,,,,,Un-Married,INDIAN,,,88883215,,Ece,Dr,,,,P-5345,Axis,,,,123457772
F-00985,U-0005,C-24485,,9999996831,,,,,Un-Married,INDIAN,,,88883216,,Cse,Bsc,,,,P-5346,icici,,,,123457773
F-00986,U-0005,C-24485,,9999996832,,,,,Married,INDIAN,,,88883217,,Cse,MS,,,,P-5347,Uni,,,,123457774
F-00987,U-0005,C-24485,,9999996833,,,,,Married,INDIAN,,,88883218,,Me,Dr,,,,P-5348,Boi,,,,123457775
F-00988,U-0005,C-24485,,9999996834,,,,,Married,INDIAN,,,88883219,,Ce,MS,,,,P-5349,Sbi ,,,,123457776
F-00989,U-0005,C-24485,,9999996835,,,,,Married,INDIAN,,,88883220,,IT,Dr,,,,P-5350,Pnb,,,,123457777
F-00990,U-0005,C-24485,,9999996836,,,,,Married,INDIAN,,,88883221,,Cse,Dr,,,,P-5351,Sbi,,,,123457778
F-00991,U-0005,C-24485,,9999996837,,,,,Married,INDIAN,,,88883222,,IT,Dr,,,,P-5352,Pnb,,,,123457779
F-00992,U-0005,C-24485,,9999996838,,,,,Married,INDIAN,,,88883223,,IT,MS,,,,P-5353,Hdfc,,,,123457780
F-00993,U-0005,C-24485,,9999996839,,,,,Married,INDIAN,,,88883224,,CSE,MS,,,,P-5354,Sbi,,,,123457781
F-00994,U-0005,C-24485,,9999996840,,,,,Married,INDIAN,,,88883225,,ECE,Dr,,,,P-5355,Uni,,,,123457782
F-00995,U-0005,C-24485,,9999996841,,,,,Un-Married,INDIAN,,,88883226,,Cse,Bsc,,,,P-5356,Axis,,,,123457783
F-00996,U-0005,C-24485,,9999996842,,,,,Married,INDIAN,,,88883227,,IT,MS,,,,P-5357,Icici,,,,123457784
F-00997,U-0005,C-24485,,9999996843,,,,,Married,INDIAN,,,88883228,,Ece,Dr,,,,P-5358,Sbi,,,,123457785
F-00998,U-0005,C-24485,,9999996844,,,,,Married,INDIAN,,,88883229,,Ece,MS,,,,P-5359,Sbi,,,,123457786
F-00999,U-0005,C-24485,,9999996845,,,,,Married,INDIAN,,,88883230,,ME,Dr,,,,P-5360,Pnb,,,,123457787
F-01000,U-0005,C-24485,,9999996846,,,,,Un-Married,INDIAN,,,88883231,,CE,Phd,,,,P-5361,Canara,,,,123457788
F-01001,U-0005,C-24485,,9999996847,,,,,Un-Married,INDIAN,,,88883232,,ME,Phd,,,,P-5362,Sbi,,,,123457789
F-01002,U-0005,C-24485,,9999996848,,,,,Married,INDIAN,,,88883233,,CE,MS,,,,P-5363,Sbi,,,,123457790
F-01003,U-0005,C-24485,,9999996849,,,,,Married,INDIAN,,,88883234,,Cse,Dr,,,,P-5364,Canara,,,,123457791
F-01004,U-0005,C-24485,,9999996850,,,,,Un-Married,INDIAN,,,88883235,,Cse,Dr,,,,P-5365,Sbi,,,,123457792
F-01005,U-0005,C-24485,,9999996851,,,,,Married,INDIAN,,,88883236,,IT,Dr,,,,P-5366,Hdfc,,,,123457793
F-01006,U-0005,C-24485,,9999996852,,,,,Un-Married,INDIAN,,,88883237,,Ece,MS,,,,P-5367,Sbi,,,,123457794
F-01007,U-0005,C-24485,,9999996853,,,,,Un-Married,INDIAN,,,88883238,,Ece,MS,,,,P-5368,Axis,,,,123457795
F-01008,U-0005,C-24485,,9999996854,,,,,Married,INDIAN,,,88883239,,Cse,Dr,,,,P-5369,icici,,,,123457796
F-01009,U-0005,C-24485,,9999996855,,,,,Married,INDIAN,,,88883240,,Cse,Bsc,,,,P-5370,Uni,,,,123457797
F-01010,U-0005,C-24485,,9999996856,,,,,Married,INDIAN,,,88883241,,Me,MS,,,,P-5371,Boi,,,,123457798
F-01011,U-0005,C-24485,,9999996857,,,,,Married,INDIAN,,,88883242,,Ce,Dr,,,,P-5372,Sbi ,,,,123457799
F-01012,U-0005,C-24485,,9999996858,,,,,Married,INDIAN,,,88883243,,IT,MS,,,,P-5373,Pnb,,,,123457800
F-01013,U-0005,C-24485,,9999996859,,,,,Married,INDIAN,,,88883244,,Cse,Dr,,,,P-5374,Sbi,,,,123457801
F-01014,U-0005,C-24485,,9999996860,,,,,Married,INDIAN,,,88883245,,IT,Phd,,,,P-5375,Pnb,,,,123457802
F-01015,U-0005,C-24485,,9999996861,,,,,Married,INDIAN,,,88883246,,IT,Phd,,,,P-5376,Hdfc,,,,123457803
F-01016,U-0005,C-24485,,9999996862,,,,,Married,INDIAN,,,88883247,,CSE,MS,,,,P-5377,Sbi,,,,123457804
F-01017,U-0005,C-24485,,9999996863,,,,,Un-Married,INDIAN,,,88883248,,ECE,Dr,,,,P-5378,Uni,,,,123457805
F-01018,U-0005,C-24485,,9999996864,,,,,Married,INDIAN,,,88883249,,Cse,Dr,,,,P-5379,Axis,,,,123457806
F-01019,U-0005,C-24485,,9999996865,,,,,Married,INDIAN,,,88883250,,IT,Dr,,,,P-5380,Icici,,,,123457807
F-01020,U-0005,C-24485,,9999996866,,,,,Married,INDIAN,,,88883251,,Ece,MS,,,,P-5381,Sbi,,,,123457808
F-01021,U-0005,C-24485,,9999996867,,,,,Married,INDIAN,,,88883252,,Ece,MS,,,,P-5382,Sbi,,,,123457809
F-01022,U-0005,C-24485,,9999996868,,,,,Un-Married,INDIAN,,,88883253,,ME,Dr,,,,P-5383,Pnb,,,,123457810
F-01023,U-0005,C-24485,,9999996869,,,,,Un-Married,INDIAN,,,88883254,,CE,Bsc,,,,P-5384,Canara,,,,123457811
F-01024,U-0005,C-24485,,9999996870,,,,,Married,INDIAN,,,88883255,,ME,MS,,,,P-5385,Sbi,,,,123457812
F-01025,U-0005,C-24485,,9999996871,,,,,Married,INDIAN,,,88883256,,CE,Dr,,,,P-5386,Sbi,,,,123457813
F-01026,U-0005,C-24485,,9999996872,,,,,Un-Married,INDIAN,,,88883257,,Cse,MS,,,,P-5387,Canara,,,,123457814
F-01027,U-0005,C-24485,,9999996873,,,,,Married,INDIAN,,,88883258,,Cse,Dr,,,,P-5388,Sbi,,,,123457815
F-01028,U-0005,C-24485,,9999996874,,,,,Un-Married,INDIAN,,,88883259,,IT,Dr,,,,P-5389,Hdfc,,,,123457816
F-01029,U-0005,C-24485,,9999996875,,,,,Un-Married,INDIAN,,,88883260,,Ece,Dr,,,,P-5390,Sbi,,,,123457817
F-01030,U-0005,C-24485,,9999996876,,,,,Married,INDIAN,,,88883261,,Ece,MS,,,,P-5391,Axis,,,,123457818
F-01031,U-0005,C-24485,,9999996877,,,,,Married,INDIAN,,,88883262,,Cse,MS,,,,P-5392,icici,,,,123457819
F-01032,U-0005,C-24485,,9999996878,,,,,Married,INDIAN,,,88883263,,Cse,Dr,,,,P-5393,Uni,,,,123457820
F-01033,U-0005,C-24485,,9999996879,,,,,Married,INDIAN,,,88883264,,Me,Bsc,,,,P-5394,Boi,,,,123457821
F-01034,U-0005,C-24485,,9999996880,,,,,Married,INDIAN,,,88883265,,Ce,MS,,,,P-5395,Sbi ,,,,123457822
F-01035,U-0005,C-24485,,9999996881,,,,,Married,INDIAN,,,88883266,,IT,Dr,,,,P-5396,Pnb,,,,123457823
F-01036,U-0005,C-24485,,9999996882,,,,,Married,INDIAN,,,88883267,,Cse,MS,,,,P-5397,Sbi,,,,123457824
F-01037,U-0005,C-24485,,9999996883,,,,,Married,INDIAN,,,88883268,,IT,Dr,,,,P-5398,Pnb,,,,123457825
F-01038,U-0005,C-24485,,9999996884,,,,,Married,INDIAN,,,88883269,,IT,Phd,,,,P-5399,Hdfc,,,,123457826
F-01039,U-0005,C-24485,,9999996885,,,,,Un-Married,INDIAN,,,88883270,,CSE,Phd,,,,P-5400,Sbi,,,,123457827
F-01040,U-0005,C-24485,,9999996886,,,,,Married,INDIAN,,,88883271,,ECE,MS,,,,P-5401,Uni,,,,123457828
F-01041,U-0005,C-24485,,9999996887,,,,,Married,INDIAN,,,88883272,,Cse,Dr,,,,P-5402,Axis,,,,123457829
F-01042,U-0005,C-24485,,9999996888,,,,,Married,INDIAN,,,88883273,,IT,Dr,,,,P-5403,Icici,,,,123457830
F-01043,U-0005,C-24485,,9999996889,,,,,Married,INDIAN,,,88883274,,Ece,Dr,,,,P-5404,Sbi,,,,123457831
F-01044,U-0005,C-23849,,9999996890,,,,,Un-Married,INDIAN,,,88883275,,Ece,MS,,,,P-5405,Sbi,,,,123457832
F-01045,U-0005,C-23849,,9999996891,,,,,Un-Married,INDIAN,,,88883276,,ME,MS,,,,P-5406,Pnb,,,,123457833
F-01046,U-0005,C-23849,,9999996892,,,,,Married,INDIAN,,,88883277,,CE,Dr,,,,P-5407,Canara,,,,123457834
F-01047,U-0005,C-23849,,9999996893,,,,,Married,INDIAN,,,88883278,,ME,Bsc,,,,P-5408,Sbi,,,,123457835
F-01048,U-0005,C-23849,,9999996894,,,,,Un-Married,INDIAN,,,88883279,,CE,MS,,,,P-5409,Sbi,,,,123457836
F-01049,U-0005,C-23849,,9999996895,,,,,Married,INDIAN,,,88883280,,Cse,Dr,,,,P-5410,Canara,,,,123457837
F-01050,U-0005,C-23849,,9999996896,,,,,Un-Married,INDIAN,,,88883281,,Cse,MS,,,,P-5411,Sbi,,,,123457838
F-01051,U-0005,C-23849,,9999996897,,,,,Un-Married,INDIAN,,,88883282,,IT,Dr,,,,P-5412,Hdfc,,,,123457839
F-01052,U-0005,C-23849,,9999996898,,,,,Married,INDIAN,,,88883283,,Ece,Phd,,,,P-5413,Sbi,,,,123457840
F-01053,U-0005,C-23849,,9999996899,,,,,Married,INDIAN,,,88883284,,Ece,Phd,,,,P-5414,Axis,,,,123457841
F-01054,U-0005,C-23849,,9999996900,,,,,Married,INDIAN,,,88883285,,Cse,MS,,,,P-5415,icici,,,,123457842
F-01055,U-0005,C-23849,,9999996901,,,,,Married,INDIAN,,,88883286,,Cse,Dr,,,,P-5416,Uni,,,,123457843
F-01056,U-0005,C-23849,,9999996902,,,,,Married,INDIAN,,,88883287,,Me,Dr,,,,P-5417,Boi,,,,123457844
F-01057,U-0005,C-23849,,9999996903,,,,,Married,INDIAN,,,88883288,,Ce,Dr,,,,P-5418,Sbi ,,,,123457845
F-01058,U-0005,C-23849,,9999996904,,,,,Married,INDIAN,,,88883289,,IT,MS,,,,P-5419,Pnb,,,,123457846
F-01059,U-0005,C-23849,,9999996905,,,,,Married,INDIAN,,,88883290,,Cse,MS,,,,P-5420,Sbi,,,,123457847
F-01060,U-0005,C-23849,,9999996906,,,,,Married,INDIAN,,,88883291,,IT,Dr,,,,P-5421,Pnb,,,,123457848
F-01061,U-0005,C-23849,,9999996907,,,,,Un-Married,INDIAN,,,88883292,,IT,Bsc,,,,P-5422,Hdfc,,,,123457849
F-01062,U-0005,C-23849,,9999996908,,,,,Married,INDIAN,,,88883293,,CSE,MS,,,,P-5423,Sbi,,,,123457850
F-01063,U-0005,C-23849,,9999996909,,,,,Married,INDIAN,,,88883294,,ECE,Dr,,,,P-5424,Uni,,,,123457851
F-01064,U-0005,C-23849,,9999996910,,,,,Married,INDIAN,,,88883295,,Cse,MS,,,,P-5425,Axis,,,,123457852
F-01065,U-0005,C-23849,,9999996911,,,,,Married,INDIAN,,,88883296,,IT,Dr,,,,P-5426,Icici,,,,123457853
F-01066,U-0005,C-23849,,9999996912,,,,,Un-Married,INDIAN,,,88883297,,Ece,Dr,,,,P-5427,Sbi,,,,123457854
F-01067,U-0005,C-23849,,9999996913,,,,,Un-Married,INDIAN,,,88883298,,Ece,Dr,,,,P-5428,Sbi,,,,123457855
F-01068,U-0005,C-23849,,9999996914,,,,,Married,INDIAN,,,88883299,,ME,MS,,,,P-5429,Pnb,,,,123457856
F-01069,U-0005,C-23849,,9999996915,,,,,Married,INDIAN,,,88883300,,CE,MS,,,,P-5430,Canara,,,,123457857
F-01070,U-0005,C-23849,,9999996916,,,,,Un-Married,INDIAN,,,88883301,,ME,Dr,,,,P-5431,Sbi,,,,123457858
F-01071,U-0005,C-23849,,9999996917,,,,,Married,INDIAN,,,88883302,,CE,Bsc,,,,P-5432,Sbi,,,,123457859
F-01072,U-0005,C-23849,,9999996918,,,,,Un-Married,INDIAN,,,88883303,,Cse,MS,,,,P-5433,Canara,,,,123457860
F-01073,U-0005,C-23849,,9999996919,,,,,Un-Married,INDIAN,,,88883304,,Cse,Dr,,,,P-5434,Sbi,,,,123457861
F-01074,U-0005,C-23849,,9999996920,,,,,Married,INDIAN,,,88883305,,IT,MS,,,,P-5435,Hdfc,,,,123457862
F-01075,U-0005,C-23849,,9999996921,,,,,Married,INDIAN,,,88883306,,Ece,Dr,,,,P-5436,Sbi,,,,123457863
F-01076,U-0005,C-23849,,9999996922,,,,,Married,INDIAN,,,88883307,,Ece,Phd,,,,P-5437,Axis,,,,123457864
F-01077,U-0005,C-23849,,9999996923,,,,,Married,INDIAN,,,88883308,,Cse,Phd,,,,P-5438,icici,,,,123457865
