Faculty ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Full Name,Email,Login ID ,Password,Is Aadhaar Verified?,Are Bank Details Verified?,Is PAN Verified?
F-00915,U-0005,C-23849,,,F-00915,password,Yes,Yes,Yes
F-00916,U-0005,C-23849,,,F-00916,password,Yes,Yes,Yes
F-00917,U-0005,C-23849,,,F-00917,password,Yes,Yes,Yes
F-00918,U-0005,C-23849,,,F-00918,password,No,No,No
F-00919,U-0005,C-23849,,,F-00919,password,Yes,Yes,Yes
F-00920,U-0005,C-24313,,,F-00920,password,Yes,Yes,Yes
F-00921,U-0005,C-24313,,,F-00921,password,Yes,Yes,Yes
F-00922,U-0005,C-24313,,,F-00922,password,No,No,No
F-00923,U-0005,C-24313,,,F-00923,password,Yes,Yes,Yes
F-00924,U-0005,C-24313,,,F-00924,password,No,No,No
F-00925,U-0005,C-24313,,,F-00925,password,Yes,Yes,Yes
F-00926,U-0005,C-24313,,,F-00926,password,Yes,Yes,Yes
F-00927,U-0005,C-24313,,,F-00927,password,No,No,No
F-00928,U-0005,C-24313,,,F-00928,password,No,No,No
F-00929,U-0005,C-24313,,,F-00929,password,Yes,Yes,Yes
F-00930,U-0005,C-24313,,,F-00930,password,No,No,No
F-00931,U-0005,C-24313,,,F-00931,password,Yes,Yes,Yes
F-00932,U-0005,C-24313,,,F-00932,password,No,No,No
F-00933,U-0005,C-24313,,,F-00933,password,Yes,Yes,Yes
F-00934,U-0005,C-24313,,,F-00934,password,Yes,Yes,Yes
F-00935,U-0005,C-24313,,,F-00935,password,Yes,Yes,Yes
F-00936,U-0005,C-24313,,,F-00936,password,No,No,No
F-00937,U-0005,C-24313,,,F-00937,password,Yes,Yes,Yes
F-00938,U-0005,C-24313,,,F-00938,password,Yes,Yes,Yes
F-00939,U-0005,C-24313,,,F-00939,password,Yes,Yes,Yes
F-00940,U-0005,C-24313,,,F-00940,password,No,No,No
F-00941,U-0005,C-24313,,,F-00941,password,Yes,Yes,Yes
F-00942,U-0005,C-24313,,,F-00942,password,No,No,No
F-00943,U-0005,C-24313,,,F-00943,password,Yes,Yes,Yes
F-00944,U-0005,C-24313,,,F-00944,password,Yes,Yes,Yes
F-00945,U-0005,C-24313,,,F-00945,password,No,No,No
F-00946,U-0005,C-24313,,,F-00946,password,No,No,No
F-00947,U-0005,C-24313,,,F-00947,password,Yes,Yes,Yes
F-00948,U-0005,C-24313,,,F-00948,password,No,No,No
F-00949,U-0005,C-24485,,,F-00949,password,Yes,Yes,Yes
F-00950,U-0005,C-24485,,,F-00950,password,No,No,No
F-00951,U-0005,C-24485,,,F-00951,password,Yes,Yes,Yes
F-00952,U-0005,C-24485,,,F-00952,password,Yes,Yes,Yes
F-00953,U-0005,C-24485,,,F-00953,password,Yes,Yes,Yes
F-00954,U-0005,C-24485,,,F-00954,password,No,No,No
F-00955,U-0005,C-24485,,,F-00955,password,Yes,Yes,Yes
F-00956,U-0005,C-24485,,,F-00956,password,Yes,Yes,Yes
F-00957,U-0005,C-24485,,,F-00957,password,Yes,Yes,Yes
F-00958,U-0005,C-24485,,,F-00958,password,No,No,No
F-00959,U-0005,C-24485,,,F-00959,password,Yes,Yes,Yes
F-00960,U-0005,C-24485,,,F-00960,password,No,No,No
F-00961,U-0005,C-24485,,,F-00961,password,Yes,Yes,Yes
F-00962,U-0005,C-24485,,,F-00962,password,Yes,Yes,Yes
F-00963,U-0005,C-24485,,,F-00963,password,No,No,No
F-00964,U-0005,C-24485,,,F-00964,password,No,No,No
F-00965,U-0005,C-24485,,,F-00965,password,Yes,Yes,Yes
F-00966,U-0005,C-24485,,,F-00966,password,No,No,No
F-00967,U-0005,C-24485,,,F-00967,password,Yes,Yes,Yes
F-00968,U-0005,C-24485,,,F-00968,password,No,No,No
F-00969,U-0005,C-24485,,,F-00969,password,Yes,Yes,Yes
F-00970,U-0005,C-24485,,,F-00970,password,Yes,Yes,Yes
F-00971,U-0005,C-24485,,,F-00971,password,Yes,Yes,Yes
F-00972,U-0005,C-24485,,,F-00972,password,No,No,No
F-00973,U-0005,C-24485,,,F-00973,password,Yes,Yes,Yes
F-00974,U-0005,C-24485,,,F-00974,password,Yes,Yes,Yes
F-00975,U-0005,C-24485,,,F-00975,password,Yes,Yes,Yes
F-00976,U-0005,C-24485,,,F-00976,password,No,No,No
F-00977,U-0005,C-24485,,,F-00977,password,Yes,Yes,Yes
F-00978,U-0005,C-24485,,,F-00978,password,No,No,No
F-00979,U-0005,C-24485,,,F-00979,password,Yes,Yes,Yes
F-00980,U-0005,C-24485,,,F-00980,password,Yes,Yes,Yes
F-00981,U-0005,C-24485,,,F-00981,password,No,No,No
F-00982,U-0005,C-24485,,,F-00982,password,No,No,No
F-00983,U-0005,C-24485,,,F-00983,password,Yes,Yes,Yes
F-00984,U-0005,C-24485,,,F-00984,password,No,No,No
F-00985,U-0005,C-24485,,,F-00985,password,Yes,Yes,Yes
F-00986,U-0005,C-24485,,,F-00986,password,No,No,No
F-00987,U-0005,C-24485,,,F-00987,password,Yes,Yes,Yes
F-00988,U-0005,C-24485,,,F-00988,password,Yes,Yes,Yes
F-00989,U-0005,C-24485,,,F-00989,password,Yes,Yes,Yes
F-00990,U-0005,C-24485,,,F-00990,password,No,No,No
F-00991,U-0005,C-24485,,,F-00991,password,Yes,Yes,Yes
F-00992,U-0005,C-24485,,,F-00992,password,Yes,Yes,Yes
F-00993,U-0005,C-24485,,,F-00993,password,Yes,Yes,Yes
F-00994,U-0005,C-24485,,,F-00994,password,No,No,No
F-00995,U-0005,C-24485,,,F-00995,password,Yes,Yes,Yes
F-00996,U-0005,C-24485,,,F-00996,password,No,No,No
F-00997,U-0005,C-24485,,,F-00997,password,Yes,Yes,Yes
F-00998,U-0005,C-24485,,,F-00998,password,Yes,Yes,Yes
F-00999,U-0005,C-24485,,,F-00999,password,No,No,No
F-01000,U-0005,C-24485,,,F-01000,password,No,No,No
F-01001,U-0005,C-24485,,,F-01001,password,Yes,Yes,Yes
F-01002,U-0005,C-24485,,,F-01002,password,No,No,No
F-01003,U-0005,C-24485,,,F-01003,password,Yes,Yes,Yes
F-01004,U-0005,C-24485,,,F-01004,password,No,No,No
F-01005,U-0005,C-24485,,,F-01005,password,Yes,Yes,Yes
F-01006,U-0005,C-24485,,,F-01006,password,Yes,Yes,Yes
F-01007,U-0005,C-24485,,,F-01007,password,Yes,Yes,Yes
F-01008,U-0005,C-24485,,,F-01008,password,No,No,No
F-01009,U-0005,C-24485,,,F-01009,password,Yes,Yes,Yes
F-01010,U-0005,C-24485,,,F-01010,password,Yes,Yes,Yes
F-01011,U-0005,C-24485,,,F-01011,password,Yes,Yes,Yes
F-01012,U-0005,C-24485,,,F-01012,password,No,No,No
F-01013,U-0005,C-24485,,,F-01013,password,Yes,Yes,Yes
F-01014,U-0005,C-24485,,,F-01014,password,No,No,No
F-01015,U-0005,C-24485,,,F-01015,password,Yes,Yes,Yes
F-01016,U-0005,C-24485,,,F-01016,password,Yes,Yes,Yes
F-01017,U-0005,C-24485,,,F-01017,password,No,No,No
F-01018,U-0005,C-24485,,,F-01018,password,No,No,No
F-01019,U-0005,C-24485,,,F-01019,password,Yes,Yes,Yes
F-01020,U-0005,C-24485,,,F-01020,password,No,No,No
F-01021,U-0005,C-24485,,,F-01021,password,Yes,Yes,Yes
F-01022,U-0005,C-24485,,,F-01022,password,No,No,No
F-01023,U-0005,C-24485,,,F-01023,password,Yes,Yes,Yes
F-01024,U-0005,C-24485,,,F-01024,password,Yes,Yes,Yes
F-01025,U-0005,C-24485,,,F-01025,password,Yes,Yes,Yes
F-01026,U-0005,C-24485,,,F-01026,password,No,No,No
F-01027,U-0005,C-24485,,,F-01027,password,Yes,Yes,Yes
F-01028,U-0005,C-24485,,,F-01028,password,Yes,Yes,Yes
F-01029,U-0005,C-24485,,,F-01029,password,Yes,Yes,Yes
F-01030,U-0005,C-24485,,,F-01030,password,No,No,No
F-01031,U-0005,C-24485,,,F-01031,password,Yes,Yes,Yes
F-01032,U-0005,C-24485,,,F-01032,password,No,No,No
F-01033,U-0005,C-24485,,,F-01033,password,Yes,Yes,Yes
F-01034,U-0005,C-24485,,,F-01034,password,Yes,Yes,Yes
F-01035,U-0005,C-24485,,,F-01035,password,No,No,No
F-01036,U-0005,C-24485,,,F-01036,password,No,No,No
F-01037,U-0005,C-24485,,,F-01037,password,Yes,Yes,Yes
F-01038,U-0005,C-24485,,,F-01038,password,No,No,No
F-01039,U-0005,C-24485,,,F-01039,password,Yes,Yes,Yes
F-01040,U-0005,C-24485,,,F-01040,password,No,No,No
F-01041,U-0005,C-24485,,,F-01041,password,Yes,Yes,Yes
F-01042,U-0005,C-24485,,,F-01042,password,Yes,Yes,Yes
F-01043,U-0005,C-24485,,,F-01043,password,Yes,Yes,Yes
F-01044,U-0005,C-23849,,,F-01044,password,No,No,No
F-01045,U-0005,C-23849,,,F-01045,password,Yes,Yes,Yes
F-01046,U-0005,C-23849,,,F-01046,password,Yes,Yes,Yes
F-01047,U-0005,C-23849,,,F-01047,password,Yes,Yes,Yes
F-01048,U-0005,C-23849,,,F-01048,password,No,No,No
F-01049,U-0005,C-23849,,,F-01049,password,Yes,Yes,Yes
F-01050,U-0005,C-23849,,,F-01050,password,No,No,No
F-01051,U-0005,C-23849,,,F-01051,password,Yes,Yes,Yes
F-01052,U-0005,C-23849,,,F-01052,password,Yes,Yes,Yes
F-01053,U-0005,C-23849,,,F-01053,password,No,No,No
F-01054,U-0005,C-23849,,,F-01054,password,No,No,No
F-01055,U-0005,C-23849,,,F-01055,password,Yes,Yes,Yes
F-01056,U-0005,C-23849,,,F-01056,password,No,No,No
F-01057,U-0005,C-23849,,,F-01057,password,Yes,Yes,Yes
F-01058,U-0005,C-23849,,,F-01058,password,No,No,No
F-01059,U-0005,C-23849,,,F-01059,password,Yes,Yes,Yes
F-01060,U-0005,C-23849,,,F-01060,password,Yes,Yes,Yes
F-01061,U-0005,C-23849,,,F-01061,password,Yes,Yes,Yes
F-01062,U-0005,C-23849,,,F-01062,password,No,No,No
F-01063,U-0005,C-23849,,,F-01063,password,Yes,Yes,Yes
F-01064,U-0005,C-23849,,,F-01064,password,Yes,Yes,Yes
F-01065,U-0005,C-23849,,,F-01065,password,Yes,Yes,Yes
F-01066,U-0005,C-23849,,,F-01066,password,No,No,No
F-01067,U-0005,C-23849,,,F-01067,password,Yes,Yes,Yes
F-01068,U-0005,C-23849,,,F-01068,password,No,No,No
F-01069,U-0005,C-23849,,,F-01069,password,Yes,Yes,Yes
F-01070,U-0005,C-23849,,,F-01070,password,Yes,Yes,Yes
F-01071,U-0005,C-23849,,,F-01071,password,No,No,No
F-01072,U-0005,C-23849,,,F-01072,password,No,No,No
F-01073,U-0005,C-23849,,,F-01073,password,Yes,Yes,Yes
F-01074,U-0005,C-23849,,,F-01074,password,No,No,No
F-01075,U-0005,C-23849,,,F-01075,password,Yes,Yes,Yes
F-01076,U-0005,C-23849,,,F-01076,password,No,No,No
F-01077,U-0005,C-23849,,,F-01077,password,Yes,Yes,Yes
F-01078,U-0005,C-23849,,,F-01078,password,Yes,Yes,Yes
F-01079,U-0005,C-23849,,,F-01079,password,Yes,Yes,Yes
F-01080,U-0005,C-23849,,,F-01080,password,No,No,No
F-01081,U-0005,C-23849,,,F-01081,password,Yes,Yes,Yes
F-01082,U-0005,C-23849,,,F-01082,password,Yes,Yes,Yes
F-01083,U-0005,C-23849,,,F-01083,password,Yes,Yes,Yes
F-01084,U-0005,C-23849,,,F-01084,password,No,No,No
F-01085,U-0005,C-23849,,,F-01085,password,Yes,Yes,Yes
F-01086,U-0005,C-23849,,,F-01086,password,No,No,No
F-01087,U-0005,C-23849,,,F-01087,password,Yes,Yes,Yes
F-01088,U-0005,C-23849,,,F-01088,password,Yes,Yes,Yes
F-01089,U-0005,C-23849,,,F-01089,password,No,No,No
F-01090,U-0005,C-23849,,,F-01090,password,No,No,No
F-01091,U-0005,C-23849,,,F-01091,password,Yes,Yes,Yes
F-01092,U-0005,C-23849,,,F-01092,password,No,No,No
F-01093,U-0005,C-23849,,,F-01093,password,Yes,Yes,Yes
F-01094,U-0005,C-23849,,,F-01094,password,No,No,No
F-01095,U-0005,C-23849,,,F-01095,password,Yes,Yes,Yes
F-01096,U-0005,C-23849,,,F-01096,password,Yes,Yes,Yes
F-01097,U-0005,C-23849,,,F-01097,password,Yes,Yes,Yes
F-01098,U-0005,C-23849,,,F-01098,password,No,No,No
F-01099,U-0005,C-23849,,,F-01099,password,Yes,Yes,Yes
F-01100,U-0005,C-23849,,,F-01100,password,Yes,Yes,Yes
F-01101,U-0005,C-23849,,,F-01101,password,Yes,Yes,Yes
F-01102,U-0005,C-23849,,,F-01102,password,No,No,No
F-01103,U-0005,C-23849,,,F-01103,password,Yes,Yes,Yes
F-01104,U-0005,C-23849,,,F-01104,password,No,No,No
F-01105,U-0005,C-23849,,,F-01105,password,Yes,Yes,Yes
F-01106,U-0005,C-23849,,,F-01106,password,Yes,Yes,Yes
F-01107,U-0005,C-23849,,,F-01107,password,No,No,No
F-01108,U-0005,C-23849,,,F-01108,password,No,No,No
F-01109,U-0005,C-23849,,,F-01109,password,Yes,Yes,Yes
F-01110,U-0005,C-23849,,,F-01110,password,No,No,No
F-01111,U-0005,C-23849,,,F-01111,password,Yes,Yes,Yes
F-01112,U-0005,C-23849,,,F-01112,password,No,No,No
F-01113,U-0005,C-23849,,,F-01113,password,Yes,Yes,Yes
F-01114,U-0005,C-23849,,,F-01114,password,Yes,Yes,Yes
F-01115,U-0005,C-23849,,,F-01115,password,Yes,Yes,Yes
F-01116,U-0005,C-23849,,,F-01116,password,No,No,No
F-01117,U-0005,C-23849,,,F-01117,password,Yes,Yes,Yes
F-01118,U-0005,C-23849,,,F-01118,password,Yes,Yes,Yes
F-01119,U-0005,C-23849,,,F-01119,password,Yes,Yes,Yes
F-01120,U-0005,C-23849,,,F-01120,password,No,No,No
F-01121,U-0005,C-23849,,,F-01121,password,Yes,Yes,Yes
F-01122,U-0005,C-23849,,,F-01122,password,No,No,No
F-01123,U-0005,C-23849,,,F-01123,password,Yes,Yes,Yes
F-01124,U-0005,C-23849,,,F-01124,password,Yes,Yes,Yes
F-01125,U-0005,C-23849,,,F-01125,password,No,No,No
F-01126,U-0005,C-23849,,,F-01126,password,No,No,No
F-01127,U-0005,C-23849,,,F-01127,password,Yes,Yes,Yes
F-01128,U-0005,C-23849,,,F-01128,password,No,No,No
F-01129,U-0005,C-24059,,,F-01129,password,Yes,Yes,Yes
F-01130,U-0005,C-24059,,,F-01130,password,No,No,No
F-01131,U-0005,C-24059,,,F-01131,password,Yes,Yes,Yes
F-01132,U-0005,C-24059,,,F-01132,password,Yes,Yes,Yes
F-01133,U-0005,C-24059,,,F-01133,password,Yes,Yes,Yes
F-01134,U-0005,C-24059,,,F-01134,password,No,No,No
F-01135,U-0005,C-24059,,,F-01135,password,Yes,Yes,Yes
F-01136,U-0005,C-24059,,,F-01136,password,Yes,Yes,Yes
F-01137,U-0005,C-24059,,,F-01137,password,Yes,Yes,Yes
F-01138,U-0005,C-24059,,,F-01138,password,No,No,No
F-01139,U-0005,C-24059,,,F-01139,password,Yes,Yes,Yes
F-01140,U-0005,C-24059,,,F-01140,password,No,No,No
F-01141,U-0005,C-24059,,,F-01141,password,Yes,Yes,Yes
F-01142,U-0005,C-24059,,,F-01142,password,Yes,Yes,Yes
F-01143,U-0005,C-24059,,,F-01143,password,No,No,No
F-01144,U-0005,C-24059,,,F-01144,password,No,No,No
F-01145,U-0005,C-24059,,,F-01145,password,Yes,Yes,Yes
F-01146,U-0005,C-24059,,,F-01146,password,No,No,No
F-01147,U-0005,C-24059,,,F-01147,password,Yes,Yes,Yes
F-01148,U-0005,C-24059,,,F-01148,password,No,No,No
F-01149,U-0005,C-24059,,,F-01149,password,Yes,Yes,Yes
F-01150,U-0005,C-24059,,,F-01150,password,Yes,Yes,Yes
F-01151,U-0005,C-24059,,,F-01151,password,Yes,Yes,Yes
F-01152,U-0005,C-24059,,,F-01152,password,No,No,No
F-01153,U-0005,C-24059,,,F-01153,password,Yes,Yes,Yes
F-01154,U-0005,C-24059,,,F-01154,password,Yes,Yes,Yes
F-01155,U-0005,C-24059,,,F-01155,password,Yes,Yes,Yes
F-01156,U-0005,C-24059,,,F-01156,password,No,No,No
F-01157,U-0005,C-24059,,,F-01157,password,Yes,Yes,Yes
F-01158,U-0005,C-24059,,,F-01158,password,No,No,No
F-01159,U-0005,C-24059,,,F-01159,password,Yes,Yes,Yes
F-01160,U-0005,C-24059,,,F-01160,password,Yes,Yes,Yes
F-01161,U-0005,C-24059,,,F-01161,password,No,No,No
F-01162,U-0005,C-24059,,,F-01162,password,No,No,No
F-01163,U-0005,C-24059,,,F-01163,password,Yes,Yes,Yes
F-01164,U-0005,C-24059,,,F-01164,password,No,No,No
F-01165,U-0005,C-24059,,,F-01165,password,Yes,Yes,Yes
F-01166,U-0005,C-24059,,,F-01166,password,No,No,No
F-01167,U-0005,C-24021,,,F-01167,password,Yes,Yes,Yes
F-01168,U-0005,C-24021,,,F-01168,password,Yes,Yes,Yes
F-01169,U-0005,C-24021,,,F-01169,password,Yes,Yes,Yes
F-01170,U-0005,C-24021,,,F-01170,password,No,No,No
F-01171,U-0005,C-24021,,,F-01171,password,Yes,Yes,Yes
F-01172,U-0005,C-24021,,,F-01172,password,Yes,Yes,Yes
F-01173,U-0005,C-24021,,,F-01173,password,Yes,Yes,Yes
F-01174,U-0005,C-24021,,,F-01174,password,No,No,No
F-01175,U-0005,C-24021,,,F-01175,password,Yes,Yes,Yes
F-01176,U-0005,C-24021,,,F-01176,password,No,No,No
F-01177,U-0005,C-24021,,,F-01177,password,Yes,Yes,Yes
F-01178,U-0005,C-24021,,,F-01178,password,Yes,Yes,Yes
F-01179,U-0005,C-24021,,,F-01179,password,No,No,No
F-01180,U-0005,C-24021,,,F-01180,password,No,No,No
F-01181,U-0005,C-24021,,,F-01181,password,Yes,Yes,Yes
F-01182,U-0005,C-24021,,,F-01182,password,No,No,No
F-01183,U-0005,C-24021,,,F-01183,password,Yes,Yes,Yes
F-01184,U-0005,C-24021,,,F-01184,password,No,No,No
F-01185,U-0005,C-24021,,,F-01185,password,Yes,Yes,Yes
F-01186,U-0005,C-24021,,,F-01186,password,Yes,Yes,Yes
F-01187,U-0005,C-24021,,,F-01187,password,Yes,Yes,Yes
F-01188,U-0005,C-24021,,,F-01188,password,No,No,No
F-01189,U-0005,C-24021,,,F-01189,password,Yes,Yes,Yes
F-01190,U-0005,C-24021,,,F-01190,password,Yes,Yes,Yes
F-01191,U-0005,C-24021,,,F-01191,password,Yes,Yes,Yes
F-01192,U-0005,C-24021,,,F-01192,password,No,No,No
F-01193,U-0005,C-24021,,,F-01193,password,Yes,Yes,Yes
F-01194,U-0005,C-24021,,,F-01194,password,No,No,No
F-01195,U-0005,C-24021,,,F-01195,password,Yes,Yes,Yes
F-01196,U-0005,C-24021,,,F-01196,password,Yes,Yes,Yes
F-01197,U-0005,C-24021,,,F-01197,password,No,No,No
F-01198,U-0005,C-24021,,,F-01198,password,No,No,No
F-01199,U-0005,C-24021,,,F-01199,password,Yes,Yes,Yes
F-01200,U-0005,C-24021,,,F-01200,password,No,No,No
F-01201,U-0005,C-24021,,,F-01201,password,Yes,Yes,Yes
F-01202,U-0005,C-24021,,,F-01202,password,No,No,No
F-01203,U-0005,C-24021,,,F-01203,password,Yes,Yes,Yes
F-01204,U-0005,C-24021,,,F-01204,password,Yes,Yes,Yes
F-01205,U-0005,C-24021,,,F-01205,password,Yes,Yes,Yes
F-01206,U-0005,C-24021,,,F-01206,password,No,No,No
F-01207,U-0005,C-24021,,,F-01207,password,Yes,Yes,Yes
F-01208,U-0005,C-24021,,,F-01208,password,Yes,Yes,Yes
F-01209,U-0005,C-24021,,,F-01209,password,Yes,Yes,Yes
F-01210,U-0005,C-24021,,,F-01210,password,No,No,No
F-01211,U-0005,C-24021,,,F-01211,password,Yes,Yes,Yes
F-01212,U-0005,C-24021,,,F-01212,password,No,No,No
F-01213,U-0005,C-24021,,,F-01213,password,Yes,Yes,Yes
F-01214,U-0005,C-24021,,,F-01214,password,Yes,Yes,Yes
F-01215,U-0005,C-24021,,,F-01215,password,No,No,No
F-01216,U-0005,C-24021,,,F-01216,password,No,No,No
F-01217,U-0005,C-24021,,,F-01217,password,Yes,Yes,Yes
F-01218,U-0005,C-24021,,,F-01218,password,No,No,No
F-01219,U-0005,C-24021,,,F-01219,password,Yes,Yes,Yes
F-01220,U-0005,C-24021,,,F-01220,password,No,No,No
F-01221,U-0005,C-24021,,,F-01221,password,Yes,Yes,Yes
F-01222,U-0005,C-24021,,,F-01222,password,Yes,Yes,Yes
F-01223,U-0005,C-24021,,,F-01223,password,Yes,Yes,Yes
F-01224,U-0005,C-24021,,,F-01224,password,No,No,No
F-01225,U-0005,C-24021,,,F-01225,password,Yes,Yes,Yes
F-01226,U-0005,C-24021,,,F-01226,password,Yes,Yes,Yes
F-01227,U-0005,C-24021,,,F-01227,password,Yes,Yes,Yes
F-01228,U-0005,C-24021,,,F-01228,password,No,No,No
F-01229,U-0005,C-24021,,,F-01229,password,Yes,Yes,Yes
F-01230,U-0005,C-24021,,,F-01230,password,No,No,No
F-01231,U-0005,C-24021,,,F-01231,password,Yes,Yes,Yes
F-01232,U-0005,C-24021,,,F-01232,password,Yes,Yes,Yes
F-01233,U-0005,C-24021,,,F-01233,password,No,No,No
F-01234,U-0005,C-24021,,,F-01234,password,No,No,No
F-01235,U-0005,C-24021,,,F-01235,password,Yes,Yes,Yes
F-01236,U-0005,C-24021,,,F-01236,password,No,No,No
F-01237,U-0005,C-24021,,,F-01237,password,Yes,Yes,Yes
F-01238,U-0005,C-24021,,,F-01238,password,No,No,No
F-01239,U-0005,C-24021,,,F-01239,password,Yes,Yes,Yes
F-01240,U-0005,C-24021,,,F-01240,password,Yes,Yes,Yes
F-01241,U-0005,C-24347,,,F-01241,password,Yes,Yes,Yes
F-01242,U-0005,C-24347,,,F-01242,password,No,No,No
F-01243,U-0005,C-24347,,,F-01243,password,Yes,Yes,Yes
F-01244,U-0005,C-24347,,,F-01244,password,Yes,Yes,Yes
F-01245,U-0005,C-24347,,,F-01245,password,Yes,Yes,Yes
F-01246,U-0005,C-24347,,,F-01246,password,No,No,No
F-01247,U-0005,C-24347,,,F-01247,password,Yes,Yes,Yes
F-01248,U-0005,C-24347,,,F-01248,password,No,No,No
F-01249,U-0005,C-24347,,,F-01249,password,Yes,Yes,Yes
F-01250,U-0005,C-24347,,,F-01250,password,Yes,Yes,Yes
F-01251,U-0005,C-24347,,,F-01251,password,No,No,No
F-01252,U-0005,C-24347,,,F-01252,password,No,No,No
F-01253,U-0005,C-24347,,,F-01253,password,Yes,Yes,Yes
F-01254,U-0005,C-24347,,,F-01254,password,No,No,No
F-01255,U-0005,C-24347,,,F-01255,password,Yes,Yes,Yes
F-01256,U-0005,C-24347,,,F-01256,password,No,No,No
F-01257,U-0005,C-24347,,,F-01257,password,Yes,Yes,Yes
F-01258,U-0005,C-24347,,,F-01258,password,Yes,Yes,Yes
F-01259,U-0005,C-24347,,,F-01259,password,Yes,Yes,Yes
F-01260,U-0005,C-24347,,,F-01260,password,No,No,No
F-01261,U-0005,C-24347,,,F-01261,password,Yes,Yes,Yes
F-01262,U-0005,C-24347,,,F-01262,password,Yes,Yes,Yes
F-01263,U-0005,C-24347,,,F-01263,password,Yes,Yes,Yes
F-01264,U-0005,C-24347,,,F-01264,password,No,No,No
F-01265,U-0005,C-24347,,,F-01265,password,Yes,Yes,Yes
F-01266,U-0005,C-24347,,,F-01266,password,No,No,No
F-01267,U-0005,C-24347,,,F-01267,password,Yes,Yes,Yes
F-01268,U-0005,C-24347,,,F-01268,password,Yes,Yes,Yes
F-01269,U-0005,C-24347,,,F-01269,password,No,No,No
F-01270,U-0005,C-24347,,,F-01270,password,No,No,No
F-01271,U-0005,C-24347,,,F-01271,password,Yes,Yes,Yes
F-01272,U-0005,C-24347,,,F-01272,password,No,No,No
F-01273,U-0005,C-24347,,,F-01273,password,Yes,Yes,Yes
F-01274,U-0005,C-24347,,,F-01274,password,No,No,No
F-01275,U-0005,C-24347,,,F-01275,password,Yes,Yes,Yes
F-01276,U-0005,C-24347,,,F-01276,password,Yes,Yes,Yes
F-01277,U-0005,C-24347,,,F-01277,password,Yes,Yes,Yes
F-01278,U-0005,C-24347,,,F-01278,password,No,No,No
F-01279,U-0005,C-24347,,,F-01279,password,Yes,Yes,Yes
F-01280,U-0005,C-24347,,,F-01280,password,Yes,Yes,Yes
F-01281,U-0005,C-24347,,,F-01281,password,Yes,Yes,Yes
F-01282,U-0005,C-24347,,,F-01282,password,No,No,No
F-01283,U-0005,C-24347,,,F-01283,password,Yes,Yes,Yes
F-01284,U-0005,C-24347,,,F-01284,password,No,No,No
F-01285,U-0005,C-24347,,,F-01285,password,Yes,Yes,Yes
F-01286,U-0005,C-24347,,,F-01286,password,Yes,Yes,Yes
F-01287,U-0005,C-24347,,,F-01287,password,No,No,No
F-01288,U-0005,C-24347,,,F-01288,password,No,No,No
F-01289,U-0005,C-24347,,,F-01289,password,Yes,Yes,Yes
F-01290,U-0005,C-24347,,,F-01290,password,No,No,No
F-01291,U-0005,C-24347,,,F-01291,password,Yes,Yes,Yes
F-01292,U-0005,C-24347,,,F-01292,password,No,No,No
F-01293,U-0005,C-24347,,,F-01293,password,Yes,Yes,Yes
F-01294,U-0005,C-24347,,,F-01294,password,Yes,Yes,Yes
F-01295,U-0005,C-24347,,,F-01295,password,Yes,Yes,Yes
F-01296,U-0005,C-24347,,,F-01296,password,No,No,No
F-01297,U-0005,C-24347,,,F-01297,password,Yes,Yes,Yes
F-01298,U-0005,C-24347,,,F-01298,password,Yes,Yes,Yes
F-01299,U-0005,C-24347,,,F-01299,password,Yes,Yes,Yes
F-01300,U-0005,C-24347,,,F-01300,password,No,No,No
F-01301,U-0005,C-24347,,,F-01301,password,Yes,Yes,Yes
F-01302,U-0005,C-24347,,,F-01302,password,No,No,No
F-01303,U-0005,C-24347,,,F-01303,password,Yes,Yes,Yes
F-01304,U-0005,C-24347,,,F-01304,password,Yes,Yes,Yes
F-01305,U-0005,C-24347,,,F-01305,password,No,No,No
F-01306,U-0005,C-24347,,,F-01306,password,No,No,No
F-01307,U-0005,C-24347,,,F-01307,password,Yes,Yes,Yes
F-01308,U-0005,C-24347,,,F-01308,password,No,No,No
F-01309,U-0005,C-24347,,,F-01309,password,Yes,Yes,Yes
F-01310,U-0005,C-24347,,,F-01310,password,No,No,No
F-01311,U-0005,C-24347,,,F-01311,password,Yes,Yes,Yes
F-01312,U-0005,C-24347,,,F-01312,password,Yes,Yes,Yes
F-01313,U-0005,C-24347,,,F-01313,password,Yes,Yes,Yes
F-01314,U-0005,C-24347,,,F-01314,password,No,No,No
F-01315,U-0005,C-24347,,,F-01315,password,Yes,Yes,Yes
F-01316,U-0005,C-24347,,,F-01316,password,Yes,Yes,Yes
F-01317,U-0005,C-24347,,,F-01317,password,Yes,Yes,Yes
F-01318,U-0005,C-24347,,,F-01318,password,No,No,No
F-01319,U-0005,C-24347,,,F-01319,password,Yes,Yes,Yes
F-01320,U-0005,C-24347,,,F-01320,password,No,No,No
F-01321,U-0005,C-24347,,,F-01321,password,Yes,Yes,Yes
F-01322,U-0005,C-24347,,,F-01322,password,Yes,Yes,Yes
F-01323,U-0005,C-24347,,,F-01323,password,No,No,No
F-01324,U-0005,C-24347,,,F-01324,password,No,No,No
F-01325,U-0005,C-24347,,,F-01325,password,Yes,Yes,Yes
F-01326,U-0005,C-24347,,,F-01326,password,No,No,No
F-01327,U-0005,C-24347,,,F-01327,password,Yes,Yes,Yes
